"metric","jurisdiction","date","value","previous_value","next_value","flag_decrease","flag_spike","flag_dip","flag_magnitude","flag_any","time_gap","anomaly_type"
"Offender Profiles","Alabama",2004-09-01,20294,20304,20294,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alabama",2008-07-01,157187,157932,160283,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alabama",2009-08-01,157187,172893,175965,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alabama",2010-08-01,183916,183963,186738,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alabama",2014-10-01,22192,221505,222930,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Offender Profiles","Alaska",2006-06-01,9593,10030,10284,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alaska",2006-08-01,10239,10284,10571,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alaska",2008-05-01,10954,10965,11593,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alaska",2008-07-01,10954,11593,11919,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alaska",2009-08-01,10954,16685,16887,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Alaska",2020-03-01,24839,24840,24904,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Arizona",2008-07-01,125692,126980,132686,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Arizona",2009-08-01,125692,171178,173236,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Arkansas",2008-07-01,87913,88996,90540,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Arkansas",2009-08-01,87913,99023,101781,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","California",2008-07-01,996539,1008926,1032197,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","California",2009-08-01,996539,1173435,1229781,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Colorado",2008-07-01,84366,86101,89700,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Colorado",2009-08-01,84366,109287,115297,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Colorado",2010-08-01,125413,125425,129503,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Connecticut",2005-08-01,6233,6490,6233,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Connecticut",2008-07-01,38575,39772,41194,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Connecticut",2008-11-01,43397,43407,45429,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Connecticut",2009-08-01,38575,50982,56835,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Connecticut",2020-12-01,120931,120932,121169,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Delaware",2004-02-01,1620,1624,1620,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Delaware",2009-02-01,3878,3883,3883,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Delaware",2009-08-01,2341,3884,3884,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Delaware",2011-10-01,5629,5630,5629,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Delaware",2013-04-01,5969,5970,6549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Delaware",2020-12-01,19703,19704,19836,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Florida",2008-07-01,471562,481832,501331,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Florida",2009-08-01,471562,617943,648480,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2006-05-01,109420,109437,112614,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2006-08-01,112613,112614,118777,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2006-11-01,120641,120815,120640,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2006-12-01,120640,120641,120640,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2007-03-01,125166,125169,127409,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2007-09-01,131693,131696,131693,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2009-02-01,167270,167285,167270,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2009-08-01,149331,180300,188592,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Georgia",2011-08-01,220015,220354,224408,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Hawaii",2007-06-01,2593,2595,2668,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Hawaii",2008-07-01,9247,9561,10011,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Hawaii",2009-08-01,9247,14483,15138,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Hawaii",2013-07-01,27439,27440,27567,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Hawaii",2021-10-01,39963,40039,40700,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Idaho",2015-03-01,30204,30231,30204,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Illinois",2004-02-01,29025,29158,34984,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Illinois",2008-07-01,298975,301716,306229,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Illinois",2009-08-01,298975,339938,351139,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Indiana",2005-03-01,33074,33076,33089,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Indiana",2008-07-01,104998,107473,112780,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Indiana",2009-08-01,104998,133288,140292,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Indiana",2012-09-01,187341,187392,191005,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Iowa",2008-07-01,45519,45848,47446,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Iowa",2009-08-01,45519,53341,53807,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Iowa",2014-10-01,88237,88238,88237,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2004-04-01,8842,9771,8842,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2005-01-01,7537,8842,7537,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2005-03-01,7536,7537,7536,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2005-09-01,10965,10967,10965,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2007-05-01,24792,24793,24864,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2009-08-01,37788,48461,51382,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2012-07-01,79578,79591,79868,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2014-10-01,84806,85220,85571,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kansas",2018-03-01,90127,90132,90183,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kentucky",2006-02-01,9098,9103,9098,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kentucky",2007-02-01,10801,10802,10902,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kentucky",2008-07-01,13142,13265,13631,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kentucky",2009-08-01,13142,17906,19708,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kentucky",2010-11-01,26461,29548,26463,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kentucky",2011-02-01,24795,26463,35187,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Kentucky",2016-03-01,123916,123922,150165,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Louisiana",2006-10-01,45591,45863,49322,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Louisiana",2009-08-01,77781,97430,99586,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Maine",2003-04-01,3134,3884,3134,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Maine",2008-07-01,8853,8971,9987,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Maine",2009-08-01,8853,12221,12349,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Maine",2010-11-01,13955,15540,14089,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Maryland",2004-10-01,19484,19528,19484,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Maryland",2006-03-01,23316,23318,23316,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Maryland",2008-07-01,62875,65630,69896,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Maryland",2009-08-01,62875,79408,82460,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2001-11-01,2097,3028,10129,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2004-02-01,15535,15592,15536,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2004-09-01,0,15536,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2005-07-01,5936,6319,5936,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2005-12-01,5936,9272,5936,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2007-04-01,6361,6375,6572,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2008-07-01,59824,61073,61497,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2008-10-01,62695,62783,62417,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2008-11-01,62417,62695,62948,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Offender Profiles","Massachusetts",2009-08-01,59824,69020,71283,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
