jurisdiction,year_month,offender_profiles,arrestee,forensic_profiles,investigations_aided,ndis_labs
Virginia,2015-02-01,380907,NA,18071,9076,4
Virginia,2015-03-01,382382,4455,18142,9121,4
Virginia,2015-04-01,383980,4524,18235,9168,4
Virginia,2015-05-01,385335,NA,18334,9168,4
Virginia,2015-06-01,386637,NA,18385,9264,4
Virginia,2015-09-01,390155,NA,18679,9347,4
Virginia,2015-11-01,392468,4090,18858,9422,4
Virginia,2015-12-01,393614,4113,18956,9475,4
Virginia,2016-01-01,394941,NA,19024,9511,4
Virginia,2016-02-01,396262,4091,19094,9541,4
Virginia,2016-03-01,397427,NA,19138,9541,4
Virginia,2016-11-01,407135,4313,19643,9898,4
Virginia,2016-12-01,408197,NA,19780,9944,4
Virginia,2017-02-01,410027,4368,19955,10028,4
Virginia,2017-03-01,411158,4409,20086,10083,4
Virginia,2017-04-01,412198,NA,20174,10121,4
Virginia,2017-05-01,413317,4414,20274,10153,4
Virginia,2017-07-01,415101,4449,20395,10230,4
Virginia,2017-08-01,416028,4486,20494,10282,4
Virginia,2017-09-01,417440,4522,20610,10336,4
Virginia,2017-10-01,419864,4638,20684,10368,4
Virginia,2017-12-01,420390,NA,20871,10417,4
Virginia,2018-01-01,422965,4606,20977,10417,4
Virginia,2018-03-01,425063,NA,21334,10618,4
Virginia,2018-04-01,426305,NA,21445,10671,4
Virginia,2018-05-01,427395,NA,21574,10743,4
Virginia,2018-07-01,430008,4490,21825,10816,4
Virginia,2018-09-01,433164,NA,22069,10869,4
Virginia,2018-10-01,434588,NA,22236,10925,4
Virginia,2018-12-01,436497,NA,22522,11055,4
Virginia,2019-01-01,437191,NA,22618,11100,4
Virginia,2019-02-01,438083,NA,22741,11153,4
Virginia,2019-03-01,440890,NA,22878,11222,4
Virginia,2019-04-01,442715,3877,22981,11283,4
Virginia,2019-05-01,444400,NA,23085,11382,4
Virginia,2019-06-01,445832,3888,23226,11464,4
Virginia,2019-08-01,449487,NA,23495,11610,4
Virginia,2019-09-01,450623,3839,23671,11610,4
Virginia,2019-10-01,452101,3909,23779,11723,4
Virginia,2019-11-01,453833,3969,23892,11786,4
Virginia,2020-01-01,455569,NA,24106,11893,4
Virginia,2020-02-01,456444,3879,24237,11935,4
Virginia,2020-03-01,457616,NA,24331,11993,4
Virginia,2020-04-01,459242,4023,24418,11993,4
Virginia,2020-05-01,460213,4155,24579,12131,4
Virginia,2020-06-01,460593,4318,24700,12195,4
Virginia,2020-07-01,461472,4330,24839,12258,4
Virginia,2020-09-01,463252,4344,25090,12389,4
Virginia,2020-10-01,464527,NA,25221,12452,4
Virginia,2020-11-01,465482,NA,25320,12504,4
Virginia,2020-12-01,466152,NA,25402,12504,4
Virginia,2021-01-01,467150,NA,25498,12561,4
Virginia,2021-02-01,468326,4258,25567,12561,4
Virginia,2021-03-01,469136,4290,25671,12661,4
Virginia,2021-04-01,470436,4297,25789,12725,4
Virginia,2021-06-01,472286,4368,26018,12777,4
Virginia,2021-07-01,473824,NA,26172,12903,4
Virginia,2021-08-01,474800,4325,26201,12969,4
Virginia,2021-10-01,476897,4361,26517,13075,4
Virginia,2022-11-01,489731,4179,27746,13699,4
Virginia,2023-08-01,498227,3829,28562,14095,4
Virginia,2024-02-01,501024,3887,29121,14333,4
Virginia,2024-10-01,506370,3714,29741,14684,4
Virginia,2024-11-01,507505,3791,29833,14771,4
Virginia,2025-01-01,509015,3840,29950,14821,4
Virginia,2025-03-01,511488,NA,30160,14860,4
Virginia,2025-04-01,512466,NA,30243,14958,4
Virginia,2025-06-01,514645,NA,30396,15057,4
Washington,2001-07-01,24936,NA,58,7,3
Washington,2001-08-01,28983,NA,72,8,3
Washington,2001-09-01,28983,NA,72,8,3
Washington,2001-11-01,29912,NA,87,14,3
Washington,2001-12-01,32223,NA,119,24,3
Washington,2002-08-01,34036,NA,225,39,4
Washington,2002-10-01,34036,NA,225,39,4
Washington,2003-02-01,34682,NA,324,56,4
Washington,2003-06-01,34730,NA,388,84,4
Washington,2003-08-01,34838,NA,413,92,4
Washington,2003-12-01,34840,NA,503,99,4
Washington,2004-02-01,34840,NA,538,101,4
Washington,2004-04-01,47254,NA,629,136,4
Washington,2004-06-01,NA,NA,664,148,4
Washington,2004-07-01,NA,NA,664,148,4
Washington,2004-08-01,53798,NA,735,174,4
Washington,2004-09-01,59117,NA,768,194,4
Washington,2004-10-01,61404,NA,793,198,4
Washington,2004-11-01,61404,NA,793,198,4
Washington,2004-12-01,61404,NA,793,198,4
Washington,2005-01-01,69822,NA,794,222,4
Washington,2005-02-01,69822,NA,794,222,4
Washington,2005-03-01,70238,NA,798,232,4
Washington,2005-04-01,70925,NA,813,237,4
Washington,2005-05-01,81237,NA,852,260,4
Washington,2005-06-01,81247,NA,867,268,4
Washington,2005-07-01,81247,NA,899,274,4
Washington,2005-08-01,81247,NA,908,280,4
Washington,2005-09-01,81470,NA,929,282,4
Washington,2005-10-01,82061,NA,943,288,4
Washington,2005-11-01,82061,NA,943,288,4
Washington,2005-12-01,82101,NA,969,299,4
Washington,2006-01-01,82101,NA,969,299,4
Washington,2006-02-01,82101,NA,985,300,4
Washington,2006-03-01,82104,NA,1023,313,4
Washington,2006-04-01,82104,NA,1023,313,4
Washington,2006-05-01,82105,NA,1042,317,4
Washington,2006-06-01,82107,NA,1072,323,4
Washington,2006-07-01,82108,NA,1103,333,4
Washington,2006-08-01,82115,NA,1123,342,4
Washington,2006-09-01,82125,NA,1134,354,4
Washington,2006-10-01,82150,NA,1148,365,4
Washington,2006-11-01,82243,NA,1158,370,4
Washington,2006-12-01,82387,NA,1169,373,4
Washington,2007-01-01,82387,NA,1169,373,4
Washington,2007-02-01,82702,NA,1221,380,4
Washington,2007-03-01,82779,NA,1241,382,4
Washington,2007-04-01,82983,NA,1255,384,4
Washington,2007-05-01,83147,NA,1272,390,4
Washington,2007-06-01,83376,NA,1298,399,4
Washington,2007-07-01,83463,NA,1317,408,4
Washington,2007-08-01,83463,NA,1317,408,4
Washington,2007-09-01,84026,NA,NA,413,4
Washington,2007-10-01,85778,NA,NA,414,4
Washington,2007-11-01,85778,NA,599,414,4
Washington,2007-12-01,88164,NA,630,431,6
Washington,2008-01-01,88164,NA,630,431,6
Washington,2008-02-01,88164,NA,630,431,6
Washington,2008-03-01,88164,NA,630,431,6
Washington,2008-04-01,88164,NA,630,431,6
Washington,2008-05-01,97189,NA,1539,468,6
Washington,2008-06-01,123974,NA,1698,562,6
Washington,2008-07-01,NA,NA,NA,NA,6
Washington,2008-08-01,130865,NA,1750,590,6
Washington,2008-09-01,138852,NA,1771,618,6
Washington,2008-10-01,145045,NA,1806,646,6
Washington,2008-11-01,145517,NA,1835,649,6
Washington,2008-12-01,149640,NA,1883,670,6
Washington,2009-01-01,150550,NA,1919,682,6
Washington,2009-02-01,151021,NA,1956,694,6
Washington,2009-03-01,151906,NA,2004,694,6
Washington,2009-04-01,152846,NA,2064,725,6
Washington,2009-05-01,154081,NA,2090,737,6
Washington,2009-06-01,155717,NA,2143,762,6
Washington,2009-07-01,156663,NA,2201,788,6
Washington,2009-08-01,NA,NA,NA,NA,6
Washington,2009-11-01,168544,NA,2335,859,6
Washington,2009-12-01,172807,NA,2385,879,6
Washington,2010-01-01,176417,NA,2418,879,6
Washington,2010-02-01,179130,NA,2474,904,6
Washington,2010-04-01,183953,NA,2542,923,6
Washington,2010-05-01,185212,NA,2581,948,6
Washington,2010-06-01,186954,NA,2637,960,6
Washington,2010-07-01,187668,NA,2664,978,6
Washington,2010-08-01,188272,NA,2766,1021,6
Washington,2010-11-01,191139,NA,2960,1116,6
Washington,2010-12-01,192811,NA,3004,1162,6
Washington,2011-02-01,195484,NA,3133,1233,6
Washington,2011-07-01,203682,NA,3363,1356,6
Washington,2011-08-01,204821,NA,3417,1398,6
Washington,2011-09-01,206114,NA,3462,1415,6
Washington,2011-10-01,206596,NA,3490,1428,6
Washington,2012-05-01,214528,0,3917,1616,5
Washington,2012-06-01,215590,0,3964,1646,5
Washington,2012-07-01,216051,0,4026,1681,5
Washington,2012-08-01,217016,0,4075,1705,5
Washington,2012-09-01,217584,0,4097,1724,5
Washington,2012-11-01,220001,0,4200,1789,5
Washington,2012-12-01,221157,0,4280,1824,5
Washington,2013-01-01,221661,0,4326,1848,5
Washington,2013-03-01,223891,0,4438,1901,5
Washington,2013-04-01,225311,0,4476,1923,5
Washington,2013-06-01,227544,0,4572,1963,5
Washington,2013-07-01,228543,0,4616,1979,5
Washington,2013-08-01,229343,0,4667,1999,5
Washington,2013-11-01,232953,0,4819,2073,5
Washington,2013-12-01,233531,0,4855,2073,5
Washington,2014-05-01,236116,0,5112,2223,5
Washington,2014-08-01,237999,0,5284,2286,6
Washington,2014-09-01,238416,0,5332,2307,6
Washington,2014-10-01,239307,0,5414,2341,6
Washington,2014-11-01,239916,0,5458,2360,6
Washington,2014-12-01,240602,0,5522,2398,6
Washington,2015-01-01,241263,0,5592,2422,6
Washington,2015-02-01,241839,0,5647,2448,6
Washington,2015-03-01,242978,0,5718,2480,6
Washington,2015-04-01,244224,0,5793,2518,6
Washington,2015-05-01,245058,0,5854,2518,6
Washington,2015-06-01,246461,0,5900,2550,6
Washington,2015-09-01,249755,0,6103,2642,6
Washington,2015-11-01,251345,0,6211,2687,6
Washington,2015-12-01,252383,0,6287,2687,6
Washington,2016-01-01,253185,0,6345,2705,6
Washington,2016-02-01,254180,0,6416,2730,6
Washington,2016-03-01,255680,0,6492,2764,6
Washington,2016-11-01,264172,0,7320,3039,6
Washington,2016-12-01,265069,0,7392,3070,6
Washington,2017-02-01,266801,0,7498,3119,6
Washington,2017-03-01,267560,0,7581,3150,6
Washington,2017-04-01,268005,0,7665,3183,6
Washington,2017-05-01,268194,0,7753,3223,6
Washington,2017-07-01,269361,0,7869,3282,6
Washington,2017-08-01,270003,0,7956,3311,6
Washington,2017-09-01,270537,0,8035,3333,6
Washington,2017-10-01,271130,0,8129,3369,6
Washington,2017-12-01,271625,0,8286,3437,6
Washington,2018-01-01,272422,0,8389,3476,6
Washington,2018-03-01,273118,0,8640,3587,6
Washington,2018-04-01,273675,0,8765,3587,6
Washington,2018-05-01,274436,0,8851,3678,6
Washington,2018-07-01,275852,0,9045,3769,6
Washington,2018-09-01,277579,0,9245,3884,6
Washington,2018-10-01,278466,0,9357,3920,6
Washington,2018-12-01,279673,0,9586,4003,6
Washington,2019-01-01,280017,0,9702,4049,6
Washington,2019-02-01,280631,0,9835,4101,6
Washington,2019-03-01,281247,0,9952,4145,6
Washington,2019-04-01,282093,0,10068,4182,6
Washington,2019-05-01,283006,0,10199,4248,6
Washington,2019-06-01,283344,0,10309,4292,6
Washington,2019-08-01,285440,0,10547,4388,6
Washington,2019-09-01,285953,0,10641,4428,6
Washington,2019-10-01,287326,0,10754,4472,6
Washington,2019-11-01,288335,0,10865,4521,6
Washington,2020-01-01,290750,0,11095,4629,6
Washington,2020-02-01,291595,0,11210,4666,6
Washington,2020-03-01,293039,0,11341,4704,6
Washington,2020-04-01,294735,0,11505,4770,6
Washington,2020-05-01,296114,0,11638,4819,6
Washington,2020-06-01,297312,0,11741,4861,6
Washington,2020-07-01,299140,0,11828,4907,6
Washington,2020-09-01,302361,0,12035,4986,6
Washington,2020-10-01,303424,0,12125,5025,6
Washington,2020-11-01,304560,0,12241,5062,6
Washington,2020-12-01,305515,0,12338,5115,6
Washington,2021-01-01,306225,0,12476,5164,6
Washington,2021-02-01,307106,0,12578,5212,6
Washington,2021-03-01,307930,0,12745,5287,6
Washington,2021-04-01,308439,0,12914,5332,6
Washington,2021-06-01,309981,0,13333,5518,6
Washington,2021-07-01,310491,0,13535,5587,6
Washington,2021-08-01,311539,0,13606,5667,6
Washington,2021-10-01,312480,0,14065,5799,6
Washington,2022-11-01,318108,0,16532,6827,6
Washington,2023-08-01,324602,0,18479,7654,6
Washington,2024-02-01,328412,0,19691,8145,6
Washington,2024-10-01,332573,0,21015,8727,6
Washington,2024-11-01,332774,0,21099,8757,6
Washington,2025-01-01,334109,0,21385,8890,6
Washington,2025-03-01,335229,0,21718,9027,6
Washington,2025-04-01,336046,0,21884,9106,6
Washington,2025-06-01,336582,0,22173,9233,6
West Virginia,2001-07-01,0,NA,0,0,1
West Virginia,2001-08-01,0,NA,0,0,1
West Virginia,2001-09-01,0,NA,0,0,1
West Virginia,2001-12-01,760,NA,0,0,1
West Virginia,2002-02-01,760,NA,0,0,1
West Virginia,2002-06-01,760,NA,0,0,1
West Virginia,2002-10-01,760,NA,0,2,1
West Virginia,2003-02-01,760,NA,0,2,1
West Virginia,2003-08-01,1118,NA,10,2,1
West Virginia,2003-12-01,1118,NA,10,2,1
West Virginia,2004-02-01,1118,NA,10,2,1
West Virginia,2004-04-01,3180,NA,44,2,1
West Virginia,2004-06-01,3395,NA,54,2,1
West Virginia,2004-07-01,3395,NA,54,2,1
West Virginia,2004-08-01,3395,NA,64,2,1
West Virginia,2004-09-01,3395,NA,64,2,1
West Virginia,2004-10-01,3395,NA,64,2,1
West Virginia,2004-11-01,3395,NA,64,2,1
West Virginia,2004-12-01,3395,NA,64,2,1
West Virginia,2005-01-01,NA,NA,94,5,1
West Virginia,2005-02-01,NA,NA,94,5,1
West Virginia,2005-03-01,NA,NA,94,5,1
West Virginia,2005-04-01,163,NA,94,5,1
West Virginia,2005-05-01,163,NA,112,7,1
West Virginia,2005-06-01,163,NA,112,7,1
West Virginia,2005-07-01,163,NA,112,7,1
West Virginia,2005-08-01,163,NA,125,7,1
West Virginia,2005-09-01,163,NA,125,7,1
West Virginia,2005-10-01,163,NA,135,7,1
West Virginia,2005-11-01,163,NA,135,7,1
West Virginia,2005-12-01,163,NA,136,8,1
West Virginia,2006-01-01,163,NA,136,8,1
West Virginia,2006-02-01,163,NA,136,8,1
West Virginia,2006-03-01,163,NA,161,8,1
West Virginia,2006-04-01,163,NA,161,8,1
West Virginia,2006-05-01,163,NA,161,8,1
West Virginia,2006-06-01,163,NA,169,8,1
West Virginia,2006-07-01,163,NA,169,8,1
West Virginia,2006-08-01,163,NA,169,8,1
West Virginia,2006-09-01,163,NA,169,8,1
West Virginia,2006-10-01,163,NA,169,8,1
West Virginia,2006-11-01,163,NA,169,8,1
West Virginia,2006-12-01,1888,NA,197,8,1
West Virginia,2007-01-01,1888,NA,197,8,1
West Virginia,2007-02-01,1888,NA,197,8,1
West Virginia,2007-03-01,4451,NA,223,12,1
West Virginia,2007-04-01,4451,NA,223,12,1
West Virginia,2007-05-01,5414,NA,232,13,1
West Virginia,2007-06-01,5414,NA,232,13,1
West Virginia,2007-07-01,5414,NA,235,13,1
West Virginia,2007-08-01,5414,NA,235,13,1
West Virginia,2007-09-01,5414,NA,235,13,1
West Virginia,2007-10-01,5414,NA,235,13,1
West Virginia,2007-11-01,5414,NA,235,13,1
West Virginia,2007-12-01,6374,NA,249,17,1
West Virginia,2008-01-01,6374,NA,249,17,1
West Virginia,2008-02-01,6374,NA,249,17,1
West Virginia,2008-03-01,6374,NA,249,17,1
West Virginia,2008-04-01,6374,NA,249,17,1
West Virginia,2008-05-01,6681,NA,263,17,1
West Virginia,2008-06-01,6681,NA,263,17,1
West Virginia,2008-07-01,6681,NA,263,17,1
West Virginia,2008-08-01,6681,NA,290,17,1
West Virginia,2008-09-01,6681,NA,290,17,1
West Virginia,2008-10-01,6681,NA,302,17,1
West Virginia,2008-11-01,6681,NA,315,17,1
West Virginia,2008-12-01,6681,NA,315,17,1
West Virginia,2009-01-01,6681,NA,315,17,1
West Virginia,2009-02-01,6681,NA,335,17,1
West Virginia,2009-03-01,6681,NA,335,17,1
West Virginia,2009-04-01,7281,NA,348,17,1
West Virginia,2009-05-01,7281,NA,348,17,1
West Virginia,2009-06-01,7281,NA,374,17,1
West Virginia,2009-07-01,7281,NA,386,17,1
West Virginia,2009-08-01,NA,NA,NA,17,1
West Virginia,2009-11-01,7281,NA,410,17,1
West Virginia,2009-12-01,7281,NA,410,NA,1
West Virginia,2010-01-01,7281,NA,441,17,1
West Virginia,2010-02-01,7281,NA,470,17,1
West Virginia,2010-04-01,8851,NA,483,17,1
West Virginia,2010-05-01,8851,NA,483,17,1
West Virginia,2010-06-01,8851,NA,483,17,1
West Virginia,2010-07-01,8851,NA,483,17,1
West Virginia,2010-08-01,9900,NA,518,17,1
West Virginia,2010-11-01,10937,NA,554,64,1
West Virginia,2010-12-01,11038,NA,569,64,1
West Virginia,2011-02-01,12281,NA,585,71,1
West Virginia,2011-07-01,14735,NA,622,92,1
West Virginia,2011-08-01,14735,NA,622,94,1
West Virginia,2011-09-01,15755,NA,642,94,1
West Virginia,2011-10-01,15755,NA,642,94,1
West Virginia,2012-05-01,16642,0,695,108,1
West Virginia,2012-06-01,16642,0,709,108,1
West Virginia,2012-07-01,16642,0,709,112,1
West Virginia,2012-08-01,17005,0,727,112,1
West Virginia,2012-09-01,17005,0,727,114,1
West Virginia,2012-11-01,17005,0,748,119,1
West Virginia,2012-12-01,17005,0,748,124,1
West Virginia,2013-01-01,18375,0,770,124,1
West Virginia,2013-03-01,18375,0,NA,135,1
West Virginia,2013-04-01,18375,0,789,135,1
West Virginia,2013-06-01,18464,0,812,135,1
West Virginia,2013-07-01,19467,0,824,135,1
West Virginia,2013-08-01,19467,0,824,143,1
West Virginia,2013-11-01,19736,0,847,155,1
West Virginia,2013-12-01,19736,0,859,159,1
West Virginia,2014-05-01,20760,0,889,165,1
West Virginia,2014-08-01,21224,0,948,188,1
West Virginia,2014-09-01,21582,0,1044,199,1
West Virginia,2014-10-01,21951,0,1049,231,1
West Virginia,2014-11-01,21951,0,1049,231,1
West Virginia,2014-12-01,21951,0,1049,231,1
West Virginia,2015-01-01,22324,0,1075,236,1
West Virginia,2015-02-01,22324,0,1075,241,1
West Virginia,2015-03-01,22324,0,1089,250,1
West Virginia,2015-04-01,23617,0,1095,252,1
West Virginia,2015-05-01,23617,0,1099,252,1
West Virginia,2015-06-01,23617,0,1099,256,1
West Virginia,2015-09-01,24326,0,1139,263,1
West Virginia,2015-11-01,24665,0,1143,285,1
West Virginia,2015-12-01,24665,0,1149,285,1
West Virginia,2016-01-01,24665,0,1175,291,1
West Virginia,2016-02-01,25554,0,1175,301,1
West Virginia,2016-03-01,NA,0,1181,304,1
West Virginia,2016-11-01,27701,0,1369,360,1
West Virginia,2016-12-01,27701,0,1377,361,1
West Virginia,2017-02-01,27701,0,1377,361,1
West Virginia,2017-03-01,27701,0,1389,361,1
West Virginia,2017-04-01,27701,0,1405,361,1
West Virginia,2017-05-01,27701,0,1409,368,1
West Virginia,2017-07-01,28055,0,1488,371,1
West Virginia,2017-08-01,28055,0,1530,399,1
West Virginia,2017-09-01,28232,0,1542,399,1
West Virginia,2017-10-01,28233,0,1546,408,1
West Virginia,2017-12-01,28233,0,1571,414,1
West Virginia,2018-01-01,28411,0,1630,485,1
West Virginia,2018-03-01,28411,0,1637,NA,1
West Virginia,2018-04-01,28411,0,1747,416,1
West Virginia,2018-05-01,28589,0,1779,418,1
West Virginia,2018-07-01,28589,0,1811,436,1
West Virginia,2018-09-01,28968,0,1878,463,1
West Virginia,2018-10-01,29755,0,1919,500,1
West Virginia,2018-12-01,29936,0,1958,518,1
West Virginia,2019-01-01,30248,0,2053,518,1
West Virginia,2019-02-01,30327,0,2078,528,1
West Virginia,2019-03-01,31014,0,2155,567,1
West Virginia,2019-04-01,31183,0,2163,585,1
West Virginia,2019-05-01,31183,0,2213,592,1
West Virginia,2019-06-01,31662,0,2220,592,1
West Virginia,2019-08-01,34145,0,2276,664,1
West Virginia,2019-09-01,34396,0,2303,664,1
West Virginia,2019-10-01,34942,0,2309,710,1
West Virginia,2019-11-01,36105,0,2321,723,1
West Virginia,2020-01-01,36443,0,2418,787,1
West Virginia,2020-02-01,36443,0,2418,795,1
West Virginia,2020-03-01,37074,0,2465,817,1
West Virginia,2020-04-01,37117,0,2516,837,1
West Virginia,2020-05-01,37333,0,2571,857,1
West Virginia,2020-06-01,37493,0,2602,879,1
West Virginia,2020-07-01,37586,0,NA,891,1
West Virginia,2020-09-01,37761,0,2704,924,1
West Virginia,2020-10-01,37944,0,2799,950,1
West Virginia,2020-11-01,38185,0,2863,981,1
West Virginia,2020-12-01,38461,0,2886,991,1
West Virginia,2021-01-01,38461,0,2886,1018,1
West Virginia,2021-02-01,38790,0,2973,1038,1
West Virginia,2021-03-01,39552,0,3112,1086,1
West Virginia,2021-04-01,39987,0,3152,1101,1
West Virginia,2021-06-01,40783,0,3203,1124,1
West Virginia,2021-07-01,40783,0,3203,1131,1
West Virginia,2021-08-01,41237,0,3218,1141,1
West Virginia,2021-10-01,42803,0,3314,1160,1
West Virginia,2022-11-01,44520,0,3548,1278,1
West Virginia,2023-08-01,46876,0,3760,1340,1
West Virginia,2024-02-01,47610,0,3948,1398,1
West Virginia,2024-10-01,48664,0,4101,1462,1
West Virginia,2024-11-01,48779,0,4122,1465,1
West Virginia,2025-01-01,48933,0,4145,1475,1
West Virginia,2025-03-01,49195,0,4202,1483,1
West Virginia,2025-04-01,49319,0,4225,1490,1
West Virginia,2025-06-01,49508,0,4253,1500,1
Wisconsin,2001-07-01,24908,NA,541,45,2
Wisconsin,2001-08-01,27584,NA,574,50,2
Wisconsin,2001-09-01,27584,NA,574,50,2
Wisconsin,2001-11-01,30340,NA,611,59,2
Wisconsin,2002-02-01,32225,NA,655,67,2
Wisconsin,2002-06-01,48276,NA,871,113,2
Wisconsin,2002-08-01,52417,NA,934,132,2
Wisconsin,2003-02-01,56994,NA,1155,168,2
Wisconsin,2003-08-01,58490,NA,1372,207,2
Wisconsin,2003-12-01,66263,NA,1606,245,2
Wisconsin,2004-02-01,66263,NA,1676,286,2
Wisconsin,2004-04-01,72508,NA,1842,364,2
Wisconsin,2004-06-01,74320,NA,1898,379,2
Wisconsin,2004-07-01,74320,NA,1898,379,2
Wisconsin,2004-08-01,75671,NA,1974,424,2
Wisconsin,2004-09-01,77555,NA,2090,452,2
Wisconsin,2004-10-01,79315,NA,2130,460,2
Wisconsin,2004-11-01,79315,NA,2130,460,2
Wisconsin,2004-12-01,79315,NA,2130,460,2
Wisconsin,2005-01-01,NA,NA,NA,521,2
Wisconsin,2005-02-01,NA,NA,NA,521,2
Wisconsin,2005-03-01,NA,NA,2178,521,2
Wisconsin,2005-04-01,77291,NA,2221,560,2
Wisconsin,2005-05-01,80848,NA,2374,598,2
Wisconsin,2005-06-01,80848,NA,2391,627,2
Wisconsin,2005-07-01,81019,NA,2522,653,2
Wisconsin,2005-08-01,83132,NA,2564,680,2
Wisconsin,2005-09-01,84825,NA,2659,695,2
Wisconsin,2005-10-01,84919,NA,2680,715,2
Wisconsin,2005-11-01,84919,NA,2680,715,2
Wisconsin,2005-12-01,85572,NA,2726,729,2
Wisconsin,2006-01-01,85572,NA,2726,729,2
Wisconsin,2006-02-01,86338,NA,2750,742,2
Wisconsin,2006-03-01,87274,NA,2782,756,2
Wisconsin,2006-04-01,87274,NA,2782,756,2
Wisconsin,2006-05-01,87897,NA,2801,763,2
Wisconsin,2006-06-01,87943,NA,2841,771,2
Wisconsin,2006-07-01,88963,NA,2891,788,2
Wisconsin,2006-08-01,90063,NA,2943,804,2
Wisconsin,2006-09-01,90499,NA,2979,815,2
Wisconsin,2006-10-01,92103,NA,3053,831,2
Wisconsin,2006-11-01,92425,NA,3091,845,2
Wisconsin,2006-12-01,92428,NA,3131,858,2
Wisconsin,2007-01-01,92428,NA,3131,858,2
Wisconsin,2007-02-01,92720,NA,3260,895,2
Wisconsin,2007-03-01,92831,NA,3331,921,2
Wisconsin,2007-04-01,99613,NA,3422,967,2
Wisconsin,2007-05-01,100144,NA,3480,989,2
Wisconsin,2007-06-01,100235,NA,3552,1009,2
Wisconsin,2007-07-01,101669,NA,3597,1029,2
Wisconsin,2007-08-01,101669,NA,3597,1029,2
Wisconsin,2007-09-01,102539,NA,3670,1079,2
Wisconsin,2007-10-01,104176,NA,3765,1079,2
Wisconsin,2007-11-01,104176,NA,3765,1079,2
Wisconsin,2007-12-01,106071,NA,3966,1125,3
Wisconsin,2008-01-01,106071,NA,3966,1125,3
Wisconsin,2008-02-01,106071,NA,3966,1125,3
Wisconsin,2008-03-01,106071,NA,3966,1125,3
Wisconsin,2008-04-01,106071,NA,3966,1125,3
Wisconsin,2008-05-01,109216,NA,4451,1302,3
Wisconsin,2008-06-01,111203,NA,4760,1434,3
Wisconsin,2008-07-01,NA,NA,NA,NA,3
Wisconsin,2008-08-01,112520,NA,5121,1551,3
Wisconsin,2008-09-01,113947,NA,5235,1602,3
Wisconsin,2008-10-01,114670,NA,5409,1653,3
Wisconsin,2008-11-01,115207,NA,5556,NA,3
Wisconsin,2008-12-01,116120,NA,5658,1735,3
Wisconsin,2009-01-01,116767,NA,5784,1786,3
Wisconsin,2009-02-01,117324,NA,5904,1829,3
Wisconsin,2009-03-01,118194,NA,5993,1829,3
Wisconsin,2009-04-01,118984,NA,6055,1909,3
Wisconsin,2009-05-01,119585,NA,6155,1945,3
Wisconsin,2009-06-01,120103,NA,6250,1981,3
Wisconsin,2009-07-01,121113,NA,6336,2011,3
Wisconsin,2009-08-01,NA,NA,NA,NA,3
Wisconsin,2009-11-01,122916,NA,6701,NA,3
Wisconsin,2009-12-01,122917,NA,6803,NA,3
Wisconsin,2010-01-01,124156,NA,6903,2267,3
Wisconsin,2010-02-01,126775,NA,7046,2346,3
Wisconsin,2010-04-01,129584,NA,7242,2452,3
Wisconsin,2010-05-01,131853,NA,7311,2510,3
Wisconsin,2010-06-01,133112,NA,7425,2543,3
Wisconsin,2010-07-01,136370,NA,7506,2620,3
Wisconsin,2010-08-01,136375,NA,7582,2657,3
Wisconsin,2010-11-01,139623,NA,7836,2798,3
Wisconsin,2010-12-01,140878,NA,7917,2833,3
Wisconsin,2011-02-01,142457,NA,8692,2932,3
Wisconsin,2011-07-01,146683,NA,9341,3153,3
Wisconsin,2011-08-01,147323,NA,9443,3202,3
Wisconsin,2011-09-01,148699,NA,9567,3244,3
Wisconsin,2011-10-01,150142,NA,9669,3289,3
Wisconsin,2012-05-01,156908,0,10408,3566,2
Wisconsin,2012-06-01,157539,0,10448,3589,2
Wisconsin,2012-07-01,158543,0,10563,3638,2
Wisconsin,2012-08-01,160199,0,10677,3698,2
Wisconsin,2012-09-01,161033,0,10763,3730,2
Wisconsin,2012-11-01,163515,0,10986,3840,2
Wisconsin,2012-12-01,164219,0,11111,3873,2
Wisconsin,2013-01-01,165039,0,11234,3929,2
Wisconsin,2013-03-01,166633,0,11443,3997,2
Wisconsin,2013-04-01,167473,0,11530,3997,2
Wisconsin,2013-06-01,169209,0,11676,4123,2
Wisconsin,2013-07-01,170141,0,11786,4162,2
Wisconsin,2013-08-01,170923,0,11879,4197,2
Wisconsin,2013-11-01,174762,0,12177,4332,2
Wisconsin,2013-12-01,174764,0,12234,4355,2
Wisconsin,2014-05-01,179287,0,12639,4532,2
Wisconsin,2014-08-01,181764,0,12928,4649,2
Wisconsin,2014-09-01,182717,0,12996,4690,2
Wisconsin,2014-10-01,183742,0,13129,4747,2
Wisconsin,2014-11-01,185286,0,13243,4793,2
Wisconsin,2014-12-01,185290,0,13327,4822,2
Wisconsin,2015-01-01,186170,0,13419,4860,2
Wisconsin,2015-02-01,187087,0,13534,4912,2
Wisconsin,2015-03-01,187999,0,13639,4963,2
Wisconsin,2015-04-01,188788,0,13717,4991,2
Wisconsin,2015-05-01,188792,0,13844,4991,2
Wisconsin,2015-06-01,190863,3,13950,5075,2
Wisconsin,2015-09-01,194356,81,14304,5189,2
Wisconsin,2015-11-01,197732,324,14538,5297,2
Wisconsin,2015-12-01,198595,681,14628,5352,2
Wisconsin,2016-01-01,201210,921,14721,5401,2
